ayam_goreng,296
ayam_pop,192
daging_rendangi,193
gulai_ikan,166
gulai ikan paya,148
gulai_kambing,126
gulai_tambusu,132
gulai_tunjang,135
dendeng_batokok,301
dendeng belut,382
dendeng mujahir,558
telur_balado,142
telur_dadar,251
